date,AAPL,ABBV,ABT,ADI,AGG,AMAT,AMD,AMGN,AMZN,ANET,APH,ARKK,ASML,AVGO,AXP,BA,BABA,BAC,BHP,BIL,BKLN,BND,BRK.B,BUD,BX,C,CAT,CHW,COST,CRM,CSCO,CVX,DE,DHR,DIS,E,EEM,EFA,EMB,ETN,EWJ,EWY,EWZ,FXI,GDX,GILD,GLD,GLDM,GOOG,GOOGL,GOVT,GS,HD,HDB,HON,HSBC,HYG,IAU,IAUM,IBM,IEF,IEFA,IEMG,IGV,IJH,INDA,INTC,ISRG,IVV,IWM,IYR,JAAA,JNJ,JPM,JPST,KO,KRE,KWEB,LLY,LMT,LOW,LQD,LRCX,MA,MCD,MRK,MS,MSFT,MU,MUFG,NEE,NFLX,NVDA,NVO,NVS,ORCL,PDD,PEP,PFE,PG,PM,QCOM,QQQ,QYLD,RIO,RSP,RTX,SAN,SAP,SCCO,SCHB,SCHD,SCHF,SCHG,SCHH,SCHX,SGOL,SGOV,SHEL,SILJ,SLV,SMFG,SMH,SPY,T,TD,TJX,TLT,TMO,TMUS,TSLA,TSM,TTE,TXN,UBER,UL,UNG,UNH,UNP,USHY,V,VCIT,VEA,VOO,VTEB,VWO,VXUS,VZ,WELL,WFC,XBI,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XOM
2023-08-23,181.12,147.08,105.13,177.48,96.15,148.0,109.43,257.36,135.52,189.83,86.36,41.96,677.12,876.58,159.44,228.58,89.84,28.45,56.98,91.72,20.97,71.26,354.26,56.91,99.7,41.08,273.03,5.94,540.86,209.13,55.98,159.25,394.28,254.86,85.83,30.67,39.02,70.73,85.33,221.3,60.45,61.55,31.92,26.7,28.74,77.04,177.89,38.03,133.21,132.37,22.47,322.33,326.09,63.83,187.08,37.61,74.71,36.31,19.15,143.41,94.07,66.12,48.82,347.01,259.48,44.19,33.98,290.39,445.25,185.79,84.0,50.24,164.53,147.37,50.16,60.27,43.74,27.56,553.36,454.57,227.19,105.26,678.09,401.06,281.87,111.3,83.39,327.0,65.19,7.71,67.89,427.55,471.16,190.04,102.83,117.84,77.92,178.12,36.66,153.25,94.32,111.17,369.11,17.32,61.69,147.89,86.04,3.82,140.14,81.42,51.64,73.58,34.81,75.03,18.97,52.35,18.35,100.53,60.73,9.43,22.29,8.9,152.77,443.03,14.16,61.53,90.01,95.54,545.24,136.33,236.86,94.22,62.13,169.83,45.14,50.84,6.61,489.44,223.13,35.17,242.3,77.73,45.15,406.95,49.35,40.43,55.14,33.19,81.0,41.61,78.86,80.9,66.59,87.35,33.95,106.95,170.95,72.6,36.52,63.52,133.6,166.09,107.15
2023-08-24,176.38,146.63,103.75,173.69,95.93,142.52,101.8,256.62,131.84,179.19,85.54,40.47,647.82,854.46,157.79,217.31,89.11,28.62,55.37,91.75,20.93,71.09,354.3,56.44,99.02,41.08,269.3,5.84,531.71,205.51,55.24,157.94,386.64,253.56,82.47,30.47,38.87,69.76,84.75,220.91,59.66,61.51,31.58,26.82,28.68,76.33,177.85,38.02,130.42,129.78,22.42,319.96,322.59,63.05,185.16,37.55,74.3,36.3,19.14,143.55,93.72,65.22,48.66,339.14,256.85,43.77,32.59,285.64,439.27,183.22,83.64,50.24,165.09,147.23,50.16,60.11,43.94,27.68,548.0,452.55,222.97,104.9,655.93,397.67,282.35,109.45,83.44,319.97,63.69,7.74,67.22,406.93,471.63,185.35,100.84,112.91,78.27,177.18,36.16,152.54,94.08,108.51,361.22,17.23,60.79,146.47,85.15,3.78,135.58,78.92,50.92,73.01,34.38,73.67,18.88,51.65,18.34,100.57,60.46,9.32,22.11,8.88,148.82,436.89,14.15,59.41,88.31,94.91,538.01,133.32,230.04,92.53,61.68,165.59,44.68,50.56,6.74,488.1,222.52,34.96,239.47,77.47,44.58,401.54,49.28,40.26,54.53,33.38,80.36,41.43,77.82,80.56,65.31,86.75,33.83,105.65,167.01,72.02,36.35,63.15,132.44,162.84,106.35
2023-08-25,178.61,146.69,104.21,178.16,95.87,144.36,102.25,256.38,133.26,180.9,86.3,40.97,651.01,851.82,158.32,223.41,89.82,28.5,55.21,91.77,20.97,71.09,355.93,56.66,99.66,41.24,272.56,5.89,534.01,209.47,55.7,159.12,390.21,255.53,83.36,30.73,38.91,70.23,84.88,224.25,59.97,62.01,31.31,26.77,28.4,76.86,177.62,37.97,130.69,129.88,22.405,320.15,322.86,62.73,186.3,37.51,74.61,36.26,19.12,145.35,93.69,65.66,48.72,345.86,257.63,43.76,33.25,297.55,442.41,184.0,83.79,50.25,166.25,147.05,50.17,60.39,43.63,27.56,553.65,451.09,223.07,104.96,660.27,402.89,284.58,110.21,83.22,322.98,63.72,7.77,67.96,416.03,460.18,186.43,101.78,116.06,79.91,179.42,36.38,153.54,95.07,110.32,364.02,17.3,60.71,147.21,84.69,3.8,137.46,77.79,51.26,73.34,34.59,74.19,18.93,51.98,18.32,100.58,61.03,9.23,22.22,8.92,149.09,439.97,14.11,59.08,88.82,95.22,541.59,133.35,238.59,93.1,62.26,167.81,43.96,50.91,6.86,489.12,224.18,35.1,242.57,77.46,44.86,404.2,49.27,40.23,54.82,33.35,81.03,41.23,78.69,80.8,65.38,87.59,33.99,106.54,168.71,72.42,36.45,63.63,133.41,164.66,108.25
2023-08-28,180.19,147.43,102.79,180.33,96.08,145.42,102.61,256.55,133.14,181.96,86.65,41.08,658.99,861.08,159.19,227.06,92.24,28.76,56.07,91.79,21.02,71.22,355.55,57.25,100.88,41.32,274.79,5.85,536.19,211.72,56.2,160.21,394.69,261.5,84.16,30.87,39.29,70.97,85.15,226.24,60.68,62.51,31.69,27.41,29.0,77.04,178.13,38.09,131.79,131.01,22.44,325.97,325.91,63.48,187.88,37.96,74.89,36.37,19.17,146.02,93.95,66.34,49.17,347.52,260.05,43.88,33.62,301.48,445.08,185.64,84.49,50.28,164.29,147.56,50.18,60.56,44.26,28.35,553.92,452.32,222.72,105.29,666.32,407.44,283.68,108.93,84.38,323.7,65.31,7.89,68.02,418.06,468.35,187.49,102.34,116.84,80.76,180.25,36.21,153.78,95.88,111.68,366.76,17.36,61.72,148.31,85.74,3.9,138.34,78.98,51.59,73.76,34.93,74.73,19.07,52.32,18.37,100.6,61.42,9.48,22.22,9.06,150.93,442.76,14.21,60.3,90.28,95.32,545.19,135.18,238.82,94.0,62.59,168.7,44.15,51.1,6.85,491.28,224.54,35.28,243.83,77.74,45.33,406.86,49.28,40.63,55.33,33.55,81.29,41.88,78.93,81.39,66.18,88.18,34.18,107.41,170.09,72.75,36.74,63.62,133.72,165.32,109.16
2023-08-29,184.12,147.59,103.87,182.56,96.7,149.98,105.92,259.64,134.91,185.45,87.91,43.31,667.51,889.93,160.24,227.25,94.03,29.17,57.29,91.78,21.06,71.66,358.29,57.92,104.3,41.72,280.03,6.0,542.77,211.96,56.56,159.96,404.1,264.0,84.4,31.43,39.79,71.85,86.03,228.08,61.1,63.35,32.14,27.95,29.53,78.21,179.87,38.46,135.49,134.57,22.56,332.55,329.38,63.62,189.52,38.21,75.36,36.7,19.35,146.45,94.62,67.17,49.81,354.26,263.69,44.19,34.31,310.39,451.51,188.23,85.51,50.32,164.31,148.76,50.22,60.5,44.68,29.22,553.9,448.4,226.41,106.13,684.65,411.65,283.59,109.99,85.55,328.41,66.68,7.91,67.51,429.99,487.84,190.37,103.28,120.65,93.22,180.93,36.15,153.87,96.25,113.78,374.77,17.43,62.33,149.98,85.35,3.94,140.05,80.52,52.34,74.46,35.39,76.27,19.29,53.1,18.54,100.62,62.01,9.72,22.71,9.06,154.8,449.16,14.77,61.39,90.97,96.31,555.41,136.74,257.18,95.08,63.21,170.69,45.35,51.31,6.86,492.83,223.44,35.49,245.34,78.23,45.91,412.64,49.41,41.17,56.04,34.69,83.06,42.0,79.29,82.74,67.65,88.42,34.49,108.23,173.5,73.01,37.16,63.86,134.92,169.45,109.81
2023-08-30,187.65,148.32,104.41,181.57,96.66,150.95,106.59,257.88,135.07,187.1,88.29,43.61,669.56,892.28,160.17,228.85,93.65,29.04,57.75,91.8,21.07,71.63,361.06,57.85,104.89,41.37,282.33,5.98,542.26,215.04,56.81,160.18,413.27,264.17,84.28,31.34,39.66,71.81,85.8,230.08,60.99,62.94,31.83,27.76,29.52,77.66,180.32,38.56,136.93,135.88,22.555,328.58,330.63,63.68,188.56,38.01,75.33,36.81,19.4,146.86,94.61,67.15,49.65,357.43,264.36,44.13,34.53,318.58,453.49,188.94,85.83,50.33,163.73,148.16,50.23,60.47,44.35,28.98,547.99,452.41,230.31,105.98,686.53,413.91,284.24,110.21,85.26,328.79,68.09,7.93,67.09,434.67,492.64,188.07,101.91,121.12,98.14,181.08,35.9,154.04,96.76,113.27,376.86,17.46,62.75,150.45,86.43,3.91,140.64,81.06,52.6,74.59,35.38,76.75,19.36,53.31,18.59,100.62,62.24,9.67,22.57,9.1,155.59,451.01,14.73,61.64,92.14,96.21,559.0,137.39,256.9,94.78,63.16,169.23,46.51,51.53,7.2,491.53,222.89,35.47,246.23,78.18,45.9,414.36,49.36,41.02,56.02,34.64,82.91,41.54,79.68,82.93,67.66,88.86,34.51,108.72,174.81,73.13,37.29,63.57,134.82,170.18,110.88
2023-08-31,187.87,146.96,102.9,181.78,96.8,152.76,105.72,256.34,138.01,195.23,88.38,43.75,660.53,922.89,157.99,224.03,92.9,28.67,57.49,91.86,21.09,71.75,360.2,56.89,106.37,41.29,281.13,6.0,549.28,221.46,57.35,161.1,410.94,265.0,83.68,30.96,39.17,71.53,85.72,230.37,61.64,62.45,30.85,27.4,29.26,76.48,180.02,38.48,137.35,136.17,22.605,327.71,330.3,62.31,187.94,37.32,75.28,36.75,19.38,146.83,94.8,66.91,49.06,360.03,264.3,43.97,35.14,312.68,452.69,188.61,85.34,50.34,161.68,146.33,50.25,59.83,44.56,28.71,554.2,448.35,230.48,106.16,702.4,412.64,281.15,108.98,85.15,327.76,69.94,7.93,66.8,433.68,493.55,185.62,100.48,120.39,98.97,177.92,35.38,154.34,96.06,114.53,377.99,17.47,62.5,149.92,86.04,3.87,139.69,80.66,52.54,74.53,35.27,76.86,19.24,53.27,18.57,100.67,62.09,9.56,22.39,9.1,156.22,450.35,14.79,61.01,92.48,96.64,557.1,136.25,258.08,93.57,62.91,168.06,47.23,51.02,7.11,476.58,220.57,35.45,245.68,78.29,45.75,413.83,49.48,40.53,55.7,34.98,82.88,41.29,79.2,82.89,67.73,88.92,34.38,108.23,175.66,72.76,37.02,62.96,133.21,170.71,111.19
2023-09-01,189.46,148.2,102.85,182.43,96.04,153.99,109.45,256.71,138.12,197.36,88.57,43.62,662.52,872.52,159.62,223.4,95.01,28.98,58.26,91.47,21.12,71.21,362.46,56.18,104.49,41.59,286.25,6.01,544.25,221.53,57.84,164.3,418.9,265.59,81.64,31.46,39.63,71.49,85.15,233.67,62.04,63.21,31.44,28.04,29.09,76.65,180.11,38.51,136.8,135.66,22.45,327.4,333.08,62.8,188.39,37.55,75.07,36.76,19.37,147.94,93.98,66.9,49.62,361.71,266.89,44.24,36.61,310.41,453.65,190.85,85.39,50.1,160.48,146.82,50.04,59.31,45.62,29.71,557.11,448.18,232.51,105.03,701.96,415.57,280.94,109.84,85.75,328.66,70.39,8.09,66.87,439.88,485.09,189.31,100.72,120.93,103.29,175.32,35.78,154.51,95.68,115.385,377.59,17.48,63.85,150.54,86.28,3.75,138.19,82.14,52.69,74.67,35.31,76.9,19.22,53.38,18.56,100.27,62.85,9.44,22.17,9.28,156.21,451.19,14.65,61.23,92.64,94.85,557.22,137.33,245.01,93.19,63.88,169.83,47.04,50.7,7.05,476.24,221.03,35.29,248.11,77.7,45.82,414.71,49.33,40.97,55.93,34.86,82.64,41.65,81.13,83.82,67.1,90.74,34.69,108.8,176.2,72.14,37.0,62.64,133.57,169.67,113.52
2023-09-05,189.7,146.1,100.88,181.54,95.52,153.61,110.78,254.01,137.27,197.46,87.97,44.01,663.56,872.17,160.0,222.57,94.65,28.65,58.5,91.49,21.14,70.82,360.47,55.72,108.24,41.36,281.63,5.99,544.73,218.69,57.26,166.46,414.43,260.85,81.19,31.68,39.31,70.87,84.32,229.57,62.07,62.76,31.16,27.63,28.49,75.16,178.64,38.2,136.71,135.77,22.34,323.75,327.78,62.32,185.7,37.22,74.58,36.48,19.235,148.13,93.41,66.31,49.28,363.47,260.82,44.35,36.71,307.68,451.7,186.83,84.33,50.17,160.68,145.2,50.02,58.82,44.59,28.9,558.19,445.19,230.43,104.28,700.77,411.5,279.16,107.51,84.84,333.55,70.29,8.18,66.2,448.68,485.48,190.11,98.09,123.98,101.06,174.16,35.38,152.44,94.51,116.55,378.07,17.47,63.4,148.68,85.05,3.7,137.67,79.3,52.4,74.01,35.02,77.04,19.0,53.18,18.43,100.28,62.85,9.16,21.59,9.31,156.58,449.24,14.48,60.64,91.62,93.52,542.01,136.89,256.49,94.6,63.8,169.74,46.55,50.0,6.65,480.81,215.71,35.095,245.34,77.28,45.41,412.9,49.19,40.73,55.45,34.3,80.86,41.54,79.65,82.27,67.09,91.22,34.34,106.97,176.83,71.52,36.63,61.68,132.19,169.79,113.53
2023-09-06,182.91,145.61,101.56,182.18,95.43,153.18,109.28,249.01,135.36,197.54,87.96,44.17,666.04,872.27,158.0,217.95,94.45,28.39,58.5,91.49,21.1,70.74,361.67,56.03,107.9,41.37,282.9,5.94,546.69,221.62,57.16,166.63,414.29,256.99,80.98,31.72,39.09,70.72,84.19,231.61,62.23,62.02,30.76,27.71,28.47,74.24,177.83,38.02,135.37,134.46,22.32,321.13,326.0,62.95,184.51,36.98,74.4,36.29,19.135,148.06,93.17,66.15,49.01,363.99,260.08,44.17,36.98,307.84,448.56,186.13,84.16,50.08,158.01,144.96,50.04,58.78,43.56,28.88,559.95,423.94,229.61,104.18,696.24,413.18,275.44,106.49,84.16,332.88,70.41,8.26,65.69,445.76,470.61,191.25,97.89,124.33,101.59,174.73,34.37,152.14,93.55,114.68,374.74,17.48,63.31,148.17,83.51,3.61,138.74,79.58,52.07,73.43,34.88,76.24,18.97,52.79,18.34,100.3,63.39,9.09,21.24,9.42,154.76,446.22,14.61,59.95,90.76,93.75,536.7,134.13,251.92,92.26,64.13,168.05,45.9,49.77,6.48,476.94,212.83,35.04,246.16,77.09,45.23,410.05,49.29,40.54,55.26,34.18,81.98,41.02,79.89,82.09,66.88,91.26,34.32,106.51,174.96,71.44,36.56,61.82,131.47,168.28,114.51
2023-09-07,177.56,148.91,100.67,178.46,95.73,148.23,106.59,254.39,137.85,195.54,86.75,44.01,637.79,857.03,156.78,216.05,89.97,28.13,55.4,91.54,21.15,70.98,361.8,56.2,109.39,40.73,281.43,5.9,548.62,222.53,56.79,166.64,411.73,254.92,80.57,31.4,38.63,70.49,84.64,234.81,62.23,61.74,30.16,26.92,28.28,73.94,178.02,38.06,136.2,135.26,22.38,321.96,328.42,63.16,184.12,36.87,74.65,36.34,19.15,147.52,93.49,65.92,48.53,363.13,257.63,44.55,38.18,297.22,447.32,184.33,84.71,50.11,160.03,143.72,50.07,58.33,42.97,27.67,573.23,425.94,233.61,104.64,676.7,414.62,278.33,107.94,83.84,329.91,69.87,8.28,66.25,443.14,462.41,195.38,98.85,125.09,96.61,176.4,34.28,153.59,93.28,106.4,372.06,17.48,61.24,147.58,84.33,3.56,139.95,78.5,51.88,73.38,34.78,75.9,19.1,52.66,18.37,100.35,63.03,8.98,21.05,9.43,151.33,444.85,14.61,59.03,91.45,94.01,531.66,137.28,251.49,90.05,63.86,164.71,46.27,50.17,6.65,484.81,210.57,35.12,247.14,77.38,45.05,408.83,49.12,40.12,54.95,33.81,82.55,40.43,78.76,81.72,66.76,91.17,34.23,106.16,172.43,71.61,36.86,62.63,132.06,168.75,113.95
2023-09-08,178.18,149.02,100.73,177.47,95.78,147.53,106.09,259.43,138.23,196.47,85.89,43.68,627.86,857.55,157.43,211.27,90.05,28.36,54.99,91.55,21.17,71.0,363.15,56.22,112.67,40.59,282.28,5.865,551.19,224.76,56.67,167.21,399.66,248.36,81.58,31.65,38.71,70.39,84.71,236.13,61.61,61.79,30.58,26.88,28.34,76.0,178.08,38.07,137.2,136.38,22.38,325.52,328.71,64.36,184.52,36.97,74.62,36.35,19.17,147.68,93.51,65.81,48.62,363.79,257.39,45.02,38.01,298.22,447.87,183.92,84.28,50.11,160.56,143.83,50.07,58.33,43.36,27.49,586.46,423.09,231.29,104.72,668.88,414.84,279.22,109.05,84.92,334.27,70.18,8.19,66.83,442.8,455.72,195.4,98.34,126.32,95.34,176.27,34.25,152.93,93.67,106.14,372.58,17.48,61.22,147.65,83.48,3.6,140.46,78.72,51.95,73.67,34.71,75.89,19.02,52.73,18.36,100.36,63.2,8.98,21.01,9.36,150.38,445.52,14.4,59.12,91.45,94.37,518.27,137.63,248.5,89.64,64.34,164.66,47.24,50.45,6.71,480.77,211.8,35.1,247.29,77.39,44.99,409.39,49.16,40.2,54.92,33.45,82.6,41.0,78.65,81.8,66.96,92.05,34.3,105.63,172.79,71.7,36.62,63.18,132.06,168.75,115.61
2023-09-11,179.36,149.04,102.45,177.65,95.67,146.71,105.32,261.72,143.1,193.19,86.45,44.6,627.71,859.14,157.83,211.01,88.71,28.48,56.51,91.55,21.19,70.89,365.52,57.05,113.5,40.59,282.05,5.84,558.78,225.31,56.84,163.76,400.37,250.17,82.52,32.14,39.19,71.12,84.58,238.04,62.32,62.78,31.33,27.24,28.77,77.04,178.41,38.14,137.74,136.92,22.35,324.65,328.37,65.22,186.21,37.47,74.75,36.41,19.19,148.38,93.35,66.51,49.19,366.74,257.79,45.46,38.59,302.35,450.9,184.36,84.28,50.15,162.66,144.46,50.06,58.88,43.28,28.0,595.56,420.66,231.91,104.52,663.68,416.69,279.76,108.6,83.51,337.94,70.03,8.63,67.53,445.36,451.78,199.54,99.24,126.71,97.4,178.93,33.94,154.75,94.53,110.28,376.97,17.5,63.28,147.89,76.9,3.65,139.17,80.4,52.28,73.78,35.1,76.78,19.02,53.1,18.39,100.37,63.52,9.07,21.16,9.96,150.49,448.45,14.52,60.3,91.58,93.69,514.94,140.26,273.58,89.6,64.65,165.84,48.94,50.72,6.71,479.38,211.61,35.16,247.22,77.31,45.5,412.08,49.18,40.66,55.54,33.94,83.74,41.33,78.83,82.15,67.97,90.84,34.46,105.66,173.69,72.32,36.64,63.44,132.97,173.29,114.16
2023-09-12,176.3,149.27,102.4,175.05,95.7,143.97,105.31,260.31,141.23,189.03,86.6,44.01,618.8,844.52,158.5,210.65,88.3,28.97,56.49,91.58,21.21,70.94,367.78,56.18,112.54,41.68,281.81,5.83,558.79,221.66,56.39,166.81,402.26,248.33,83.68,32.46,39.07,70.83,84.64,227.9,62.31,62.01,31.45,27.3,28.79,76.8,177.49,37.95,136.07,135.34,22.37,330.9,326.28,65.56,189.21,37.9,74.63,36.23,19.11,146.3,93.48,66.22,49.01,356.18,257.72,45.06,38.86,301.55,448.46,184.18,84.38,50.18,163.58,146.34,50.08,58.3,43.64,27.96,599.3,417.83,230.44,104.49,652.7,416.27,280.71,109.02,85.55,331.77,70.31,8.65,67.73,434.69,448.7,196.75,100.66,109.61,98.88,178.27,34.15,152.03,94.45,111.23,372.79,17.5,63.19,147.7,75.56,3.67,135.25,79.29,52.02,73.76,34.98,75.92,19.03,52.8,18.3,100.38,64.07,9.06,21.13,9.95,149.36,445.99,14.46,60.58,92.18,94.23,510.99,140.11,267.48,90.48,65.85,163.49,47.92,50.35,7.05,479.9,213.87,35.1,247.3,77.27,45.3,409.87,49.14,40.55,55.31,34.04,83.59,42.54,79.13,81.96,67.26,92.98,34.69,105.28,170.54,71.7,36.64,63.52,132.8,171.72,117.49
2023-09-13,174.21,151.16,102.69,176.17,95.84,144.58,107.71,257.23,144.85,188.09,86.51,43.43,617.05,852.93,159.14,208.4,87.64,28.88,56.16,91.59,21.23,71.05,367.82,56.02,112.75,42.37,275.92,5.81,559.76,218.8,56.28,166.2,402.23,252.45,83.48,32.52,39.02,70.61,84.69,221.41,62.28,62.03,31.8,27.07,28.72,77.31,177.08,37.86,137.5,136.71,22.39,334.98,325.88,65.52,191.59,38.54,74.83,36.15,19.06,146.55,93.59,65.99,48.95,356.93,256.37,45.11,38.71,302.7,448.88,182.97,83.48,50.18,163.99,146.41,50.1,58.44,43.11,27.78,598.88,420.99,228.82,104.72,658.66,416.3,281.77,107.81,87.25,336.06,70.85,8.9,68.43,412.24,454.85,192.63,100.78,111.84,98.26,179.68,34.08,153.09,95.25,112.64,374.21,17.5,63.11,147.11,75.56,3.65,135.75,78.37,52.02,73.55,34.89,76.16,18.86,52.84,18.27,100.41,63.93,9.05,20.93,10.06,150.57,446.51,14.62,61.07,92.92,94.21,510.9,141.5,271.3,91.22,65.97,164.36,48.16,50.45,6.95,479.84,212.13,35.19,247.83,77.42,45.21,410.35,49.17,40.51,55.19,33.86,82.58,42.25,78.29,81.48,67.48,92.28,34.69,104.58,170.97,71.92,36.27,64.28,132.82,173.08,116.44
2023-09-14,175.74,153.64,102.65,179.67,95.71,144.57,106.63,262.3,144.72,187.56,86.51,43.61,621.9,871.64,161.78,209.05,88.0,29.2,58.4,91.62,21.25,70.93,369.5,56.85,112.71,43.14,282.56,5.8,564.77,218.78,56.37,167.23,411.68,253.48,84.48,33.0,39.28,71.54,84.72,222.15,63.34,62.84,32.4,27.3,29.11,77.36,177.17,37.88,138.99,138.1,22.35,344.57,329.63,66.2,193.56,39.37,74.92,36.17,19.06,147.35,93.38,66.86,49.29,358.69,259.43,45.245,38.67,303.74,452.89,185.55,85.03,50.21,163.74,149.25,50.11,58.46,43.96,27.89,591.61,425.89,230.87,104.53,656.43,413.34,284.76,108.24,89.07,338.7,71.79,8.98,69.28,400.49,455.81,192.87,101.83,113.66,99.07,181.23,34.15,154.77,96.31,114.04,377.27,17.51,66.03,148.83,75.5,3.73,135.99,80.21,52.45,74.34,35.37,76.6,19.23,53.28,18.26,100.44,65.34,9.23,20.73,10.17,151.39,450.36,15.06,62.12,93.59,93.53,515.64,143.12,276.04,91.47,66.34,166.05,48.32,50.66,6.93,483.6,215.7,35.23,241.5,77.32,45.82,413.9,49.13,40.75,55.8,34.04,84.51,43.05,78.21,82.63,68.42,93.36,35.01,105.61,172.21,72.65,36.93,65.22,133.24,174.78,118.52
2023-09-15,175.01,152.12,101.74,178.14,95.49,138.25,101.49,260.72,140.39,184.72,85.72,43.06,596.66,851.68,163.75,208.11,87.07,28.84,58.45,91.64,21.27,70.79,367.86,56.87,113.79,42.71,279.15,5.83,556.36,214.61,56.04,166.5,412.11,255.25,85.58,32.7,39.13,71.38,84.44,217.64,62.99,63.12,32.26,27.18,29.72,75.67,178.34,38.13,138.3,137.4,22.305,342.54,321.4,65.02,193.04,39.27,74.64,36.42,19.19,145.99,93.09,66.67,49.09,351.92,256.92,45.12,37.88,295.54,447.05,183.61,84.58,50.22,161.45,148.81,50.11,57.94,43.71,27.7,575.66,424.05,220.02,104.37,623.11,414.31,278.23,107.52,88.41,330.22,69.88,8.68,68.64,396.94,439.0,190.43,102.63,113.91,99.46,179.84,34.07,153.47,95.79,113.14,370.81,17.24,65.85,147.58,75.8,3.67,135.24,79.77,51.86,73.63,35.3,75.42,19.16,52.64,18.4,100.46,64.65,9.47,21.11,9.95,146.81,443.37,15.23,62.11,92.44,92.96,515.53,141.93,274.39,89.25,65.29,162.62,47.52,50.74,6.81,486.7,213.32,35.15,241.07,77.19,45.72,408.74,49.05,40.54,55.67,33.79,84.37,42.95,77.11,81.71,67.51,92.01,34.83,105.0,168.9,72.05,36.79,64.94,132.19,171.79,116.7
2023-09-18,177.97,153.94,101.0,179.72,95.63,140.27,102.37,263.15,139.98,186.02,86.23,42.01,597.73,850.0,159.63,205.12,87.02,28.76,58.25,91.65,21.12,70.865,370.43,57.64,114.37,42.64,280.94,5.78,562.72,215.0,56.11,167.22,410.84,253.77,85.02,32.02,39.08,71.13,84.49,219.15,63.14,63.25,32.26,27.05,29.75,75.62,179.39,38.36,138.96,138.21,22.325,343.32,317.26,63.4,194.46,39.02,74.69,36.62,19.305,145.09,93.18,66.39,49.02,351.78,256.54,45.17,37.99,298.17,447.82,182.39,83.92,50.24,162.47,149.12,50.11,58.3,42.51,27.65,571.28,429.86,217.72,104.57,635.65,417.13,277.72,107.82,88.71,329.06,70.5,8.69,68.24,394.4,439.66,186.61,102.07,112.21,99.81,179.38,33.64,154.05,96.96,112.75,370.66,17.06,65.27,146.59,75.18,3.64,135.24,79.66,51.85,73.62,35.16,75.48,18.98,52.67,18.49,100.47,65.23,9.41,21.3,9.96,147.3,443.63,15.09,62.15,91.94,93.49,507.73,140.81,265.28,88.83,65.47,162.83,46.51,50.79,6.95,486.06,213.15,35.15,244.66,77.265,45.24,409.19,49.06,40.15,55.18,33.53,84.79,43.43,75.95,80.98,67.39,92.11,34.77,104.69,169.35,71.54,36.18,64.37,131.45,169.62,117.64
2023-09-19,179.07,153.49,100.67,178.75,95.35,137.71,101.61,264.31,137.63,184.83,86.29,41.51,593.77,849.2,159.35,204.48,87.11,28.65,57.84,91.66,21.11,70.71,370.48,57.48,115.12,42.68,279.67,5.8,564.35,215.7,55.84,167.2,398.69,255.23,81.94,32.47,38.85,71.19,84.39,216.16,63.45,62.58,32.04,26.98,29.4,75.77,179.22,38.32,138.83,138.04,22.27,341.89,314.61,62.94,195.35,39.45,74.46,36.58,19.285,146.52,92.84,66.48,48.74,351.35,256.14,45.0,36.34,299.65,446.82,181.68,83.54,50.26,162.2,148.93,50.13,58.18,42.41,27.5,574.96,425.31,217.5,104.22,625.15,413.53,278.13,107.36,88.51,328.65,70.71,8.91,67.59,396.2,435.2,187.05,102.91,112.77,98.35,178.32,33.99,153.6,97.32,110.72,369.87,17.05,65.41,146.35,75.08,3.68,134.7,78.5,51.73,73.43,35.17,75.35,18.88,52.56,18.49,100.48,65.17,9.09,21.27,10.28,146.03,442.71,15.21,61.69,91.0,92.8,508.74,142.47,266.5,88.17,66.33,163.14,47.59,50.49,7.03,480.66,211.77,35.07,243.56,77.03,45.25,408.37,49.06,39.95,55.14,33.4,83.74,43.22,75.99,80.91,67.44,91.25,34.73,104.25,169.26,71.37,35.99,64.02,131.56,168.77,117.33
2023-09-20,175.49,153.61,100.28,176.08,95.3,136.97,100.34,271.46,135.29,182.75,84.81,40.78,589.88,830.57,157.23,202.37,85.74,28.55,57.47,91.67,21.11,70.62,366.82,57.39,114.22,42.3,278.61,5.755,563.83,213.03,55.5,166.69,402.33,254.46,82.56,32.29,38.69,71.02,84.32,214.65,62.6,62.14,32.29,26.79,29.71,75.82,179.35,38.355,134.59,133.74,22.26,336.7,310.86,59.16,194.44,39.11,74.4,36.61,19.3,149.83,92.77,66.3,48.57,348.18,254.64,44.88,34.69,291.96,442.59,179.86,83.63,50.26,162.91,148.3,50.12,58.44,42.04,27.09,569.64,426.95,214.91,104.26,618.86,410.52,277.2,107.31,87.14,320.77,69.68,8.73,67.35,386.3,422.39,94.73,103.58,112.87,94.48,178.38,33.62,153.47,97.71,109.22,364.54,16.93,65.52,145.68,74.43,3.71,133.53,77.88,51.04,72.48,35.06,74.13,18.79,51.87,18.49,100.51,64.93,9.13,21.34,10.2,143.63,438.64,15.55,61.62,90.66,93.09,504.89,142.07,262.59,87.29,66.35,162.1,46.55,50.67,6.79,492.13,212.98,35.02,241.86,76.98,45.1,404.55,49.02,39.83,54.97,33.6,85.26,42.87,74.34,80.06,66.52,90.4,34.49,103.84,166.6,71.44,36.06,64.08,131.57,167.09,116.4
